CRATER_ID,LAT_CIRC_IMG,LON_CIRC_IMG,LAT_ELLI_IMG,LON_ELLI_IMG,DIAM_CIRC_IMG,DIAM_CIRC_SD_IMG,DIAM_ELLI_MAJOR_IMG,DIAM_ELLI_MINOR_IMG,DIAM_ELLI_ECCEN_IMG,DIAM_ELLI_ELLIP_IMG,DIAM_ELLI_ANGLE_IMG,LAT_ELLI_SD_IMG,LON_ELLI_SD_IMG,DIAM_ELLI_MAJOR_SD_IMG,DIAM_ELLI_MINOR_SD_IMG,DIAM_ELLI_ANGLE_SD_IMG,DIAM_ELLI_ECCEN_SD_IMG,DIAM_ELLI_ELLIP_SD_IMG,ARC_IMG,PTS_RIM_IMG,x,y
10-2-009014,-87.9006,171.626,-87.9006,171.62,1.13526,0.0230818,1.17991,1.07567,0.410952,1.0969,100.28,0.000161853,0.00468097,0.0122333,0.0137906,5.11596,0.033346,0.0180859,0.831762,17,9272.226584570697,-62989.17075358703
10-2-009016,-87.7619,161.045,-87.7619,161.045,1.3331,0.0291062,1.36355,1.30288,0.294974,1.04657,56.4074,0.000227671,0.00554693,0.0176595,0.0159022,12.3266,0.0550818,0.0186248,1.0,22,22047.631539793187,-64194.713242251986
10-2-009020,-87.682,162.292,-87.6818,162.295,1.04926,0.0199894,1.09959,1.01015,0.395045,1.08854,87.2962,0.000136968,0.00284137,0.00967951,0.00697294,5.08776,0.023898,0.012177,0.768049,14,21382.605867733382,-66968.27413742828
10-2-009026,-87.919,181.105,-87.9189,181.106,1.42288,0.0431577,1.51357,1.32808,0.479675,1.13967,93.6598,0.000283104,0.00713944,0.0207629,0.0193485,5.06165,0.0321185,0.0228056,1.0,21,-1217.0536797157793,-63098.09372712441
10-2-009036,-87.8838,182.97,-87.8837,182.966,1.63206,0.0178808,1.65248,1.59748,0.255864,1.03443,74.9434,9.55051e-05,0.00290251,0.00611837,0.00883495,6.07457,0.024309,0.00688469,0.801447,33,-3325.2367960227643,-64091.36683341801
10-2-009044,-87.7021,192.018,-87.7026,192.018,1.5831,0.0177115,1.63108,1.56503,0.28169,1.0422,90.1097,0.000276989,0.00328757,0.0206557,0.00938865,7.44454,0.0457984,0.0146043,0.774055,27,-14510.648830777433,-68161.93318789235
10-2-009047,-87.8624,193.981,-87.8628,193.985,2.78247,0.0492263,2.9153,2.66448,0.405798,1.09414,90.1617,0.000190209,0.00431123,0.0136037,0.0112063,2.46063,0.0129313,0.00687335,0.854081,39,-15662.141738450391,-62906.28017475394
10-2-009067,-87.3855,211.933,-87.3856,211.932,1.30546,0.0120842,1.31623,1.29046,0.196907,1.01997,97.6663,0.000124946,0.00305459,0.00933118,0.0113087,16.6001,0.055025,0.0114969,0.813217,18,-41940.839224281786,-67294.35123366537
10-2-009072,-87.3974,215.721,-87.3976,215.717,1.41328,0.0309781,1.44944,1.36157,0.342892,1.06454,108.05,0.000207463,0.00447764,0.0132207,0.0170469,8.01574,0.0398638,0.0164899,0.778965,20,-46084.2219168648,-64083.403605638705
10-2-009084,-87.1774,218.829,-87.1773,218.829,1.09524,0.0327452,1.17172,1.01858,0.494284,1.15035,104.654,0.000190502,0.00370651,0.0140724,0.0122909,4.5491,0.0260284,0.0195846,0.852987,16,-53676.0629945397,-66690.40762205084
10-2-009116,-86.9364,223.812,-86.9364,223.802,1.93401,0.034985,2.04814,1.81245,0.465735,1.13004,131.051,0.000292707,0.00203477,0.0130005,0.0126794,3.03055,0.0158829,0.0106745,0.722946,21,-64328.511958533105,-67053.0346017949
10-2-009122,-87.1435,220.963,-87.1421,220.956,3.38053,0.0317965,3.44541,3.2334,0.345376,1.06557,14.3225,0.000412839,0.00994728,0.0192833,0.0314633,5.54421,0.0286252,0.0119615,0.660267,34,-56796.48525185677,-65422.16037696379
10-2-009125,-86.9454,228.139,-86.9452,228.14,1.21792,0.0486669,1.32737,1.12058,0.536011,1.18454,102.092,0.000244757,0.00372113,0.0177368,0.0146869,3.77205,0.0248868,0.0221712,0.892539,22,-69000.81630015126,-61826.16467713479
10-2-009132,-86.9142,229.767,-86.9142,229.767,1.15504,0.0168178,1.19537,1.11607,0.35816,1.07105,134.147,8.344e-05,0.00142077,0.0059854,0.00553254,3.6587,0.0171489,0.00754654,0.892286,20,-71452.23952655464,-60452.401019607896
10-2-009135,-86.8213,231.696,-86.8215,231.699,1.26216,0.0187919,1.29768,1.23711,0.301933,1.04896,112.537,0.000207211,0.00342313,0.0171532,0.01173,10.5019,0.048966,0.0170638,0.789027,15,-75658.9153396738,-59760.38779124698
10-2-009136,-86.7699,231.319,-86.7701,231.316,1.03329,0.0309667,1.10052,0.956014,0.495356,1.15116,107.979,0.000160421,0.00257923,0.0115282,0.0118245,3.58262,0.0246917,0.0186584,0.806356,14,-76481.73315407257,-61231.79253205577
10-2-009138,-86.8659,228.503,-86.8661,228.512,1.19874,0.0175311,1.21486,1.14895,0.324888,1.05736,66.27,0.000179453,0.00473013,0.0107021,0.0229173,8.04038,0.0600312,0.0230557,0.706322,12,-71199.11600463983,-62985.0110419908
10-2-009139,-86.8365,227.542,-86.8363,227.532,2.44189,0.0358128,2.51761,2.33182,0.377018,1.07967,86.5303,0.000132467,0.0027441,0.00789435,0.0105165,2.77365,0.0124985,0.00593059,0.770821,32,-70790.95334704642,-64772.556789911614
10-2-009140,-86.8018,226.796,-86.8019,226.797,1.57605,0.0208097,1.6048,1.55105,0.256625,1.03465,2.91053,0.000193651,0.00415904,0.0145882,0.0119549,15.4812,0.0433833,0.0123311,0.752661,20,-70709.20460597952,-66409.65304121924
10-2-009141,-86.7459,227.377,-86.7459,227.377,1.63772,0.0181946,1.63982,1.63192,0.09808,1.00484,91.3999,0.000179561,0.00430014,0.0133521,0.0190693,85.4924,0.143814,0.0143113,0.813177,20,-72627.2441425961,-66838.00083581715
10-2-009144,-86.7548,226.209,-86.7547,226.211,1.11206,0.0299407,1.159,1.06736,0.389712,1.08585,76.7421,0.000329887,0.00493779,0.0245593,0.0207549,11.2414,0.0625897,0.031229,1.0,15,-71054.75270562549,-68117.63593296599
10-2-009155,-86.6664,232.991,-86.6662,232.992,1.31556,0.0298671,1.3912,1.24107,0.451869,1.12097,123.764,0.000159784,0.00253866,0.0118828,0.0109438,3.54653,0.021621,0.0137617,0.891426,17,-80744.02815420605,-60864.87713303748
10-2-009156,-86.7881,234.446,-86.788,234.436,1.61699,0.0271455,1.66888,1.53083,0.398238,1.09018,93.5608,0.0001623,0.00404056,0.00937683,0.0144655,4.80419,0.0232278,0.0119851,0.726579,18,-79258.66167456632,-56647.43547346657
10-2-009158,-86.7502,233.988,-86.75,233.987,1.48907,0.0250815,1.58068,1.44335,0.407699,1.09515,102.252,0.000188026,0.00243834,0.0200468,0.00945275,4.13783,0.0291907,0.0156317,0.5507,15,-79733.68158967482,-57955.428859939406
10-2-009160,-86.5827,233.343,-86.5831,233.344,1.05274,0.0342287,1.14221,0.9507,0.554275,1.20144,73.835,0.000152946,0.00252344,0.0113936,0.0111141,2.72162,0.0192079,0.0184635,1.0,16,-83154.29280648699,-61884.27502519588
10-2-009163,-86.9433,225.529,-86.9449,225.544,2.74945,0.021101,2.75332,2.6159,0.311975,1.05253,24.9003,0.000519752,0.00596523,0.0101154,0.0410174,4.79063,0.0465973,0.0169506,0.670221,27,-66159.31231110253,-64948.78416339759
10-2-009164,-86.6836,225.899,-86.6836,225.899,1.09588,0.0112625,1.10997,1.07946,0.232866,1.02827,147.451,8.14454e-05,0.00135347,0.00588113,0.00620636,8.78702,0.0317548,0.00803961,0.889641,29,-72236.85888243336,-70004.83105532815
10-2-009176,-86.4895,230.222,-86.4894,230.222,1.80622,0.0226404,1.84565,1.76567,0.291185,1.0453,164.958,0.000242305,0.00359298,0.0158351,0.015525,11.396,0.0386124,0.0128415,0.811918,17,-81835.63474050225,-68129.66209809735
10-2-009178,-86.3475,236.11,-86.3475,236.11,1.57066,0.0322883,1.6409,1.49082,0.417802,1.10067,151.476,0.000186673,0.00247912,0.0118382,0.0126606,4.27946,0.0220152,0.0122649,0.824744,16,-91970.80007031329,-61778.515456760615
10-2-009179,-86.3272,237.936,-86.3271,237.936,1.23202,0.0155108,1.25702,1.20647,0.280736,1.0419,149.167,0.000153528,0.00240718,0.0115615,0.0112077,10.5052,0.0428955,0.0136204,1.0,15,-94414.82436881048,-59143.67398863263
10-2-009180,-86.218,238.789,-86.218,238.789,1.76024,0.0220702,1.79564,1.7224,0.282699,1.04253,97.3138,0.000179812,0.0027652,0.0127465,0.0126902,9.27986,0.0332982,0.0106661,0.853379,17,-98119.88521450106,-59449.2646025192
10-2-009199,-86.5293,229.405,-86.5289,229.415,2.67443,0.0247145,2.77046,2.62498,0.319793,1.05542,22.2393,0.000126027,0.00209489,0.0112991,0.00553083,2.54561,0.0128867,0.00484495,0.74035,31,-79938.60335572259,-68503.56981750978
10-2-009200,-86.4009,236.883,-86.4011,236.884,1.31333,0.0300967,1.3657,1.24667,0.408309,1.09548,69.2479,0.000200753,0.00315091,0.0140376,0.0158448,5.86577,0.033359,0.0179066,0.815511,17,-91438.29661927266,-59646.54279225013
10-2-009209,-85.3389,241.594,-85.3388,241.596,1.08878,0.0289051,1.15748,1.01692,0.477616,1.13822,113.995,0.000198776,0.00374445,0.0160898,0.0150849,6.56515,0.0328544,0.023139,0.725203,10,-124391.24730668314,-67274.93196377943
10-2-009210,-85.3445,241.113,-85.3445,241.112,1.54252,0.016494,1.55278,1.52567,0.186044,1.01777,101.141,0.000172776,0.00277153,0.0127652,0.0170263,25.0039,0.0719249,0.0141072,0.80607,16,-123673.16742193644,-68234.64924263326
10-2-009211,-85.3843,241.015,-85.3856,241.012,1.67099,0.0460189,1.76754,1.48552,0.541897,1.18985,153.569,0.000447143,0.00348194,0.0225707,0.0338194,4.15653,0.0340242,0.0310582,0.724718,14,-122498.84210353432,-67860.29911234559
10-2-009213,-85.3665,245.232,-85.3664,245.232,1.13777,0.0221418,1.19536,1.08642,0.417095,1.10028,134.662,0.000190002,0.0022266,0.0145401,0.0126393,5.92769,0.0333342,0.0185195,1.0,13,-127648.1510856232,-58895.23528830204
10-2-009218,-85.2106,245.525,-85.2108,245.525,1.87308,0.0210743,1.90155,1.83363,0.264878,1.03704,15.3019,0.000256494,0.00220828,0.0131259,0.0160226,12.4852,0.0390914,0.0115482,0.793608,31,-132257.55758287763,-60203.5618693369
10-2-009219,-85.1842,244.971,-85.184,244.967,1.8413,0.0133927,1.8691,1.79392,0.280763,1.04191,62.1742,6.96151e-05,0.0010059,0.00494532,0.00691602,3.01098,0.0153412,0.00487178,0.80842,25,-132395.9051625789,-61818.82653146758
10-2-009222,-84.8064,244.427,-84.8069,244.423,1.26403,0.0161916,1.29673,1.19472,0.388775,1.08538,127.884,0.000118867,0.00108512,0.00597057,0.0105318,3.3111,0.0217146,0.0107945,0.724595,15,-142156.6185773476,-68027.6904720484
10-2-009229,-85.4559,242.696,-85.4559,242.695,1.39272,0.0266336,1.47601,1.31931,0.448395,1.11877,172.537,0.000152406,0.00223515,0.0131652,0.0112841,3.61329,0.0220186,0.0138254,1.0,17,-122504.45196808073,-63240.093729604836
10-2-009230,-85.475,244.281,-85.475,244.281,2.48527,0.0244886,2.5279,2.46464,0.222324,1.02567,57.7103,0.000248309,0.00213128,0.0258817,0.0121726,12.0438,0.0486026,0.0116592,0.572819,26,-123684.18104777641,-59575.69967085044
10-2-009231,-85.5046,241.756,-85.5044,241.753,1.04169,0.018446,1.10059,0.997451,0.422658,1.1034,154.446,0.000167183,0.00224147,0.0161139,0.0115213,5.04185,0.0362409,0.0205772,0.796236,13,-120147.53720002534,-64541.38702135224
10-2-009232,-85.2999,241.946,-85.3001,241.943,1.87281,0.0434424,1.96635,1.76557,0.440219,1.11372,88.2649,0.000172788,0.00221862,0.0119925,0.013356,3.23095,0.0177955,0.0108221,0.780045,22,-125847.60744920066,-67066.57714731141
10-2-009238,-84.7822,246.086,-84.7822,246.085,1.30707,0.0151216,1.32917,1.28521,0.255064,1.03421,1.9986,0.000118253,0.00135441,0.00854002,0.00822894,10.3019,0.0332487,0.00938098,0.83625,16,-144738.7147300705,-64181.68571866782
10-2-009241,-84.948,243.904,-84.948,243.904,1.33678,0.0131202,1.35753,1.31691,0.242783,1.03084,121.156,0.000130437,0.00139997,0.00997316,0.00919061,10.4909,0.0392766,0.0104455,1.0,15,-137665.9555163241,-67429.93863298708
10-2-009242,-84.9771,245.164,-84.9776,245.164,1.63514,0.0195277,1.66011,1.57569,0.314832,1.05358,174.471,0.000321265,0.0021361,0.0148661,0.0264693,8.04964,0.0544717,0.0200562,0.747537,15,-138313.0624955545,-64015.09700476704
10-2-009245,-84.9632,249.576,-84.9619,249.475,4.9743,0.116994,5.12386,4.24072,0.561257,1.20825,73.3973,0.000217107,0.00581085,0.0154301,0.0359746,1.09199,0.0109863,0.0108764,0.705488,41,-143223.4975855673,-53332.64276110831
10-2-009246,-84.7986,248.489,-84.7989,248.461,7.28309,0.133519,7.56026,6.8764,0.415606,1.09945,102.455,0.000810922,0.0073756,0.036373,0.0484478,3.36836,0.0169821,0.00937992,0.68896,64,-146838.82240977042,-57873.91814188627
10-2-009247,-84.6878,247.977,-84.6881,247.983,1.35808,0.0403415,1.48809,1.24805,0.544602,1.19233,129.347,0.000123817,0.00187381,0.0117565,0.00817693,2.18628,0.0132565,0.0122376,0.795917,20,-149437.03640590035,-60446.273264756644
10-2-009248,-84.5646,245.192,-84.5643,245.193,1.7464,0.0364357,1.85629,1.65585,0.451987,1.12105,64.7285,0.000247621,0.00141729,0.0157249,0.0106192,3.37834,0.0187048,0.011911,0.787234,26,-149722.1130897117,-69206.69881412598
10-2-009258,-84.5398,240.128,-84.5397,240.129,1.85282,0.0274426,1.91717,1.80225,0.34101,1.06376,65.9259,0.000292488,0.00156422,0.01713,0.0120273,7.31643,0.0289003,0.0118633,0.746397,20,-143682.5203594418,-82527.70596666035
10-2-009260,-84.4707,242.319,-84.469,242.328,2.03032,0.0287589,2.05694,1.86092,0.426044,1.10534,147.92,0.000507384,0.00181377,0.0113378,0.0337032,4.53974,0.0363694,0.0209254,0.671816,20,-148592.38252248237,-77949.89869238423
10-2-009262,-85.1986,240.626,-85.1986,240.626,1.37874,0.0340223,1.44549,1.30578,0.428907,1.10699,79.2491,0.000197764,0.00227493,0.0143527,0.0142447,4.86593,0.0280657,0.0163295,1.0,17,-126950.69087858839,-71457.15837934155
10-2-009263,-85.233,240.086,-85.2325,240.086,1.24457,0.020617,1.30885,1.20425,0.391715,1.08685,92.8703,0.000282917,0.00210485,0.022113,0.0137301,6.14461,0.0440491,0.0221524,0.794575,15,-125365.86383821619,-72129.33621588718
10-2-009264,-85.3678,236.949,-85.3679,236.949,1.07059,0.00874775,1.08155,1.05365,0.225686,1.02648,1.76028,0.000118018,0.00117779,0.00560424,0.00757707,14.3758,0.0372738,0.00909838,0.735385,14,-117798.9030606741,-76648.66378086607
10-2-009265,-85.4019,238.368,-85.4019,238.368,1.63816,0.0190789,1.67034,1.60204,0.283039,1.04264,43.7584,0.000323904,0.00157675,0.0145565,0.014027,12.5619,0.0401492,0.0128801,0.726679,16,-118779.04689392073,-73164.83500181268
10-2-009267,-85.342,240.175,-85.342,240.174,1.45187,0.0179507,1.47678,1.42912,0.251999,1.03335,98.116,0.000190068,0.00230807,0.0129441,0.0112612,15.7756,0.0438014,0.0121794,0.761496,16,-122605.43838660247,-70287.85756901655
10-2-009276,-85.3582,238.723,-85.3573,238.725,1.25063,0.0213492,1.3443,1.21265,0.4316,1.10857,79.4632,0.000248402,0.00153113,0.0198058,0.00880501,3.5421,0.0309675,0.0182085,0.757085,16,-120364.47598582359,-73116.58548140981
10-2-009278,-85.5768,236.422,-85.5842,236.333,10.4635,0.133624,11.341,10.1684,0.442829,1.11532,53.2343,0.00273506,0.00773261,0.145562,0.0728222,3.28109,0.0266822,0.0163928,0.670569,79,-111800.61989684834,-74218.29202764147
10-2-009284,-86.1188,232.378,-86.1187,232.378,1.05083,0.0210958,1.08321,1.01533,0.348416,1.06685,139.109,0.000192534,0.00257278,0.0128327,0.0130634,10.1337,0.044104,0.0186589,0.842331,12,-93253.43307929803,-71871.87043309936
10-2-009295,-85.8938,229.223,-85.8938,229.222,1.35206,0.0200782,1.39809,1.30657,0.355849,1.07004,83.3474,0.000104087,0.00137984,0.00741914,0.00704756,4.09425,0.0185712,0.00809668,1.0,28,-94329.31635032268,-81356.82522837374
10-2-009305,-85.8422,232.075,-85.8422,232.075,1.38121,0.0485946,1.49554,1.26869,0.52949,1.17881,114.289,0.000321789,0.00304541,0.0179165,0.017556,4.86172,0.0248761,0.0215758,0.745224,17,-99496.3433774294,-77525.53703717486
10-2-009309,-86.4395,225.036,-86.4396,225.032,1.20778,0.0133873,1.22331,1.17241,0.285454,1.04341,107.844,0.000193047,0.00377616,0.0106197,0.0202297,12.3852,0.0621521,0.020154,0.718536,13,-76416.24117122014,-76320.27397580715
10-2-009320,-86.045,228.095,-86.0473,228.063,4.14445,0.0466662,4.2022,3.86991,0.389739,1.08586,126.702,0.000236997,0.00301337,0.00749306,0.0212331,1.54938,0.0125542,0.00626455,0.689502,44,-89292.89704877493,-80132.00097148777
10-2-009322,-86.3067,225.241,-86.3057,225.212,3.69214,0.0283334,3.70355,3.53299,0.299975,1.04828,55.378,0.000311572,0.00976207,0.0116991,0.0454404,5.30587,0.0401775,0.0138833,0.672804,28,-79551.11559305017,-78884.69207706336
10-2-009327,-86.3957,220.386,-86.3961,220.371,1.58207,0.0330829,1.64419,1.45297,0.468054,1.13161,99.7564,0.00018631,0.00325365,0.00879776,0.0155304,3.22509,0.0199434,0.0135263,0.699465,20,-70838.93218888782,-83276.68217084931
10-2-009331,-86.6249,221.721,-86.6248,221.722,1.6335,0.029129,1.69088,1.57521,0.363496,1.07343,122.582,0.000174843,0.00290345,0.0133296,0.0127711,5.01026,0.0269993,0.0121386,1.0,22,-68130.26637235045,-76411.33011681434
10-2-009336,-86.6329,222.504,-86.6328,222.505,1.05628,0.0292569,1.10869,1.00976,0.412912,1.09797,129.943,0.00027513,0.00397104,0.020133,0.0163596,9.29173,0.0488891,0.0267203,0.83129,12,-69004.06010129082,-75294.16351503941
10-2-009337,-86.6764,219.65,-86.6765,219.65,1.28349,0.0203883,1.3157,1.24943,0.313386,1.05305,103.36,0.000129786,0.00203299,0.00838787,0.00855,7.02273,0.0269128,0.00984875,0.82864,23,-64327.08338349566,-77620.07120324498
10-2-009338,-86.6998,219.145,-86.6999,219.145,1.24198,0.0187506,1.24908,1.22921,0.177636,1.01616,131.959,0.000187226,0.0030598,0.012179,0.0157375,29.0007,0.0877367,0.0163531,0.822778,20,-63192.14401011463,-77633.25747121261
10-2-009343,-86.6165,219.996,-86.6165,219.996,1.53772,0.0210813,1.55806,1.51588,0.231116,1.02783,92.4273,0.000199696,0.00328278,0.0144755,0.0141113,16.8334,0.0538669,0.013518,0.894043,20,-65963.08534679748,-78622.89046481308
10-2-009344,-86.4335,220.604,-86.4334,220.603,1.11745,0.0255898,1.15737,1.08141,0.356311,1.07024,77.8551,0.00023951,0.00330904,0.0171501,0.0146301,10.8937,0.0491636,0.0214744,0.836226,13,-70408.54757951562,-82135.45641568617
10-2-009347,-86.6764,216.871,-86.6765,216.872,1.1925,0.0196123,1.23391,1.14908,0.364365,1.07382,106.803,0.0001173,0.0019981,0.00899223,0.00878816,4.58225,0.0251441,0.011344,1.0,23,-60488.12602311612,-80647.60207492624
10-2-009351,-86.6422,215.946,-86.6422,215.943,1.14863,0.0180387,1.18494,1.09488,0.382385,1.08225,106.965,8.19184e-05,0.00176886,0.00588237,0.00750861,3.71553,0.018903,0.00916243,0.813035,22,-59787.59569922104,-82453.87425929931
10-2-009356,-86.8526,217.751,-86.8526,217.75,1.2972,0.0226515,1.34217,1.25189,0.360576,1.07212,146.022,0.000149505,0.00264121,0.0110124,0.0105102,5.76413,0.0283235,0.0125857,1.0,21,-58445.856469335646,-75481.14809827089
10-2-009363,-86.8204,220.229,-86.8203,220.23,1.24191,0.0108211,1.25851,1.22965,0.212902,1.02346,55.1617,7.73825e-05,0.00141264,0.00673884,0.00516485,8.82174,0.0305163,0.00696514,0.828652,21,-62285.780454983586,-73629.64225827804
10-2-009366,-86.6289,221.025,-86.6288,221.024,1.05483,0.0150809,1.09155,1.01345,0.371467,1.07707,129.525,7.60281e-05,0.00176218,0.00581836,0.00643404,4.57527,0.0192366,0.00892853,0.791785,16,-67117.37197721182,-77141.69808755198
10-2-009371,-86.8981,213.89,-86.8981,213.89,1.11166,0.0252356,1.12779,1.09161,0.251274,1.03315,121.672,0.000181415,0.00325306,0.0132588,0.0133998,16.9707,0.0633724,0.0175604,1.0,25,-52460.69256688697,-78099.18758886802
10-2-009372,-87.0394,211.039,-87.0394,211.04,1.39884,0.0297066,1.46474,1.33408,0.412857,1.09794,161.465,0.000138282,0.00287719,0.0111028,0.0100899,3.82829,0.0215152,0.0117566,1.0,25,-46300.37501376326,-76938.08999932444
10-2-009374,-87.1613,209.894,-87.1612,209.894,1.00407,0.0177355,1.04537,0.962774,0.389589,1.08579,128.386,0.000162303,0.003214,0.0121077,0.0113593,6.89675,0.0359968,0.0179518,1.0,15,-42910.23706272634,-74641.27609083315
10-2-009375,-87.2923,210.901,-87.2923,210.902,1.12349,0.0476241,1.18555,1.05859,0.450241,1.11994,112.261,0.000373664,0.00711778,0.0281453,0.0246826,9.49732,0.0589241,0.0372666,1.0,21,-42174.172311777365,-70465.11599116054
10-2-009388,-87.1003,207.819,-87.1012,207.832,1.1284,0.030361,1.26513,1.0651,0.539651,1.18781,142.259,0.000119756,0.00206706,0.0107746,0.00448096,1.4656,0.012476,0.011283,0.741452,15,-41043.284603704225,-77782.98331049345
10-2-009390,-86.9833,208.343,-86.9837,208.339,1.08162,0.0253847,1.14773,0.986251,0.51146,1.16373,135.246,0.000143667,0.00236837,0.00901986,0.0109141,2.86448,0.0195956,0.0157952,0.778145,14,-43438.376836879674,-80528.97791102467
10-2-009398,-86.9614,220.104,-86.9615,220.104,1.02842,0.0137665,1.046,1.0086,0.264993,1.03708,138.192,9.79142e-05,0.00183702,0.00724574,0.00752068,8.86183,0.0357102,0.010555,0.88556,19,-59368.73010728835,-70492.64454164666
10-2-009400,-86.6354,213.333,-86.6356,213.333,1.42549,0.0305609,1.487,1.36213,0.401119,1.09167,65.8557,0.000180639,0.00294202,0.0129037,0.0124154,5.15421,0.0263265,0.0137386,1.0,23,-56079.793305890904,-85266.26384093123
10-2-009404,-87.1079,210.521,-87.1078,210.517,1.82169,0.0491256,1.87887,1.73841,0.379379,1.0808,59.1993,0.000782819,0.00854288,0.0349113,0.040394,16.228,0.0671355,0.0321559,0.751488,23,-44547.33275008078,-75563.01914357713
10-2-009407,-87.1029,206.142,-87.1027,206.142,1.12554,0.0164864,1.1692,1.08671,0.368959,1.07591,124.248,0.000177688,0.00275668,0.0124861,0.010376,6.96225,0.0335406,0.0154126,0.821906,14,-38714.6276119617,-78879.97839106918
10-2-009419,-87.2283,204.57,-87.227,204.537,3.9233,0.0542273,3.98898,3.62633,0.41661,1.10001,63.5412,0.000369668,0.00885558,0.0134102,0.0358482,3.69844,0.020713,0.0114858,0.336727,26,-34954.04687051239,-76451.99531807033
10-2-009426,-87.1224,198.865,-87.1223,198.865,1.02006,0.0258311,1.06676,0.973817,0.408242,1.09544,116.757,0.00016515,0.00293526,0.0117977,0.010966,5.93923,0.0322185,0.0172898,0.876228,19,-28220.036854675316,-82588.57524389266
10-2-009441,-87.3068,195.122,-87.3071,195.122,1.33524,0.025805,1.37795,1.30594,0.319028,1.05514,98.8528,0.000248279,0.0035725,0.0189632,0.0129138,8.69467,0.047712,0.0178806,0.811272,25,-21308.77909561094,-78853.45067071206
10-2-009443,-87.5087,189.786,-87.5087,189.786,1.07655,0.025643,1.12848,1.02367,0.420862,1.10238,86.0045,0.000151741,0.00326348,0.0113063,0.0106912,4.80203,0.0282972,0.0159545,1.0,17,-12842.235562376638,-74457.07993411539
10-2-009454,-87.2619,197.222,-87.2621,197.218,1.18844,0.0174453,1.20945,1.14862,0.313154,1.05296,118.542,0.000225508,0.00365461,0.00951872,0.0166332,10.1553,0.0474696,0.0173545,0.717648,17,-24587.28868637814,-79320.86458277577
10-2-009469,-87.5903,184.422,-87.5902,184.425,1.63142,0.0365451,1.67713,1.58105,0.333606,1.06077,79.7122,0.000263249,0.00604114,0.0195261,0.0190003,9.13797,0.0445738,0.0177491,0.932552,29,-5634.677413195689,-72863.40415868077
10-2-009476,-87.3584,178.535,-87.359,178.508,2.00219,0.0778585,2.15868,1.76406,0.576362,1.2237,106.953,0.000453808,0.0078453,0.0218519,0.0287072,3.5224,0.0222055,0.023452,0.708744,24,2048.2777567256203,-80090.16678981885
10-2-009477,-87.3206,179.233,-87.3202,179.234,2.46673,0.0550939,2.55325,2.33815,0.401737,1.092,178.607,0.000293545,0.00535836,0.0154429,0.0197234,4.30272,0.0216673,0.0113346,0.774231,39,1087.8115230489936,-81255.91403908494
10-2-009500,-87.7366,179.025,-87.7366,179.027,1.45376,0.0319905,1.50122,1.40709,0.348529,1.0669,77.0557,0.000176377,0.00416135,0.0131407,0.0120937,6.25043,0.0309225,0.0130882,1.0,31,1168.0353923255323,-68632.85983960706
10-2-009503,-87.4397,160.29,-87.4397,160.29,1.13516,0.00662127,1.14427,1.12639,0.17607,1.01587,16.5292,7.24093e-05,0.00223502,0.00548291,0.00531653,19.6423,0.0370158,0.00683263,0.742091,16,26188.13671147501,-73100.42569793604
10-2-009504,-87.3076,161.553,-87.3076,161.553,1.02449,0.0174794,1.04745,0.999564,0.298891,1.0479,44.2159,0.000178582,0.00341957,0.0120631,0.0117893,13.1112,0.0502255,0.0172742,0.844972,17,25838.698628093047,-77461.78291754554
10-2-009506,-87.2369,167.216,-87.2373,167.201,1.46325,0.0254702,1.55335,1.42308,0.400871,1.09154,48.0856,0.000186135,0.0053294,0.0206918,0.00937718,4.52477,0.0311154,0.0162219,0.742847,18,18543.53913547637,-81725.32215294352
10-2-009509,-87.5715,161.811,-87.5722,161.805,1.4381,0.0144301,1.45816,1.36848,0.34527,1.06553,166.621,0.000190405,0.00281863,0.00682282,0.0156622,4.32318,0.0315419,0.0131746,0.713843,16,22990.43445969599,-69971.0756786807
10-2-009511,-87.5281,161.183,-87.5282,161.181,1.34225,0.0163479,1.36399,1.31437,0.267259,1.03775,147.282,0.000167006,0.00408013,0.0122753,0.0140619,11.3035,0.0485741,0.0145082,0.817916,13,24180.644013934234,-70961.15309360577
10-2-009512,-87.477,159.327,-87.477,159.326,1.12964,0.0102215,1.14599,1.10747,0.257081,1.03478,140.909,0.000134143,0.00308592,0.00945021,0.0111778,11.4429,0.0473476,0.0134869,0.833824,14,27013.517419535572,-71591.21054206855
10-2-009515,-87.4456,155.227,-87.4455,155.227,1.02997,0.0113932,1.05487,1.00595,0.301014,1.04864,170.352,7.37188e-05,0.00181895,0.00565504,0.00531532,5.93399,0.0227404,0.00789329,0.847451,17,32462.143732065542,-70341.55144780979
10-2-009519,-87.1743,157.997,-87.1743,157.997,1.25106,0.0282328,1.25091,1.2467,0.0819818,1.00338,36.6965,0.000244785,0.00513066,0.0180867,0.0180891,211.261,0.248179,0.020553,1.0,22,32108.718303129055,-79459.88771996752
10-2-009521,-87.1719,159.525,-87.1718,159.525,1.04926,0.0107725,1.05967,1.03745,0.203674,1.02141,159.332,9.1596e-05,0.00198305,0.00650289,0.00677791,15.444,0.0421829,0.0091553,0.849903,22,30003.93808073672,-80356.04680538885
